,Price,Total_Sqft,Location,BHK,Price_Per_Sqft
13668,12500000,345,Mulund East,1,36231
13669,9000000,550,Mulund East,1,16363
13670,30000000,985,Mulund East,2,30456
13671,22500000,650,Mulund East,1,34615
13673,15200000,627,Mulund East,2,24242
13674,16500000,613,Mulund East,2,26916
13676,3100000,575,Mulund East,1,5391
13677,9100000,550,Mulund East,1,16545
13678,7500000,1700,Mulund East,5,4411
13679,17000000,1650,Mulund East,4,10303
13680,9000000,417,Mulund West,1,21582
13684,17200000,600,Mulund West,1,28666
13686,9750000,720,Mulund West,1,13541
13691,22500000,927,Mulund West,2,24271
13692,21500000,660,Mulund West,1,32575
13694,8500000,660,Mulund West,1,12878
13695,20900000,742,Mulund West,2,28167
13696,19900000,697,Mulund West,2,28550
13697,19800000,664,Mulund West,2,29819
13698,19800000,663,Mulund West,2,29864
13699,30500000,963,Mulund West,3,31671
13702,32700000,1306,Mulund West,3,25038
13703,32599999,1118,Mulund West,3,29159
13707,20000000,797,Mulund West,2,25094
13708,35200000,1740,Mulund West,3,20229
13714,18500000,742,Mulund West,2,24932
13715,18500000,697,Mulund West,2,26542
13716,20099999,963,Mulund West,3,20872
13718,20200000,720,Mulund West,2,28055
13720,17600000,700,Mulund West,2,25142
13721,20000000,650,Mulund West,1,30769
13723,22500000,1050,Mulund West,2,21428
13730,12500000,644,Mulund West,1,19409
13731,10500000,600,Mulund West,1,17500
13732,6500000,600,Mulund West,1,10833
13733,3800000,765,Mundka,2,4967
13734,3800000,720,Mundka,2,5277
13735,3800000,720,Mundka,2,5277
13736,3800000,720,Mundka,2,5277
13737,4000000,765,Mundka,2,5228
13738,3800000,765,Mundka,2,4967
13739,3600000,765,Mundka,2,4705
13740,3500000,765,Mundka,2,4575
13741,3500000,765,Mundka,2,4575
13742,4000000,765,Mundka,2,5228
13743,7767000,1195,Muneshwara Nagar,3,6499
13744,8450000,1300,Muneshwara Nagar,3,6500
13745,7995000,1230,Muneshwara Nagar,3,6500
13746,8874000,1305,Muneshwara Nagar,3,6800
13747,7767000,1195,Muneshwara Nagar,3,6499
13748,8450000,1300,Muneshwara Nagar,3,6500
13749,8874000,1305,Muneshwara Nagar,3,6800
13750,8450000,1300,Muneshwara Nagar,3,6500
13751,8365000,1195,Muneshwara Nagar,3,7000
13752,7831999,1205,Muneshwara Nagar,3,6499
13753,7767000,1195,Muneshwara Nagar,3,6499
13754,8662000,1230,Muneshwara Nagar,3,7042
13755,9100000,1300,Muneshwara Nagar,3,7000
13756,9100000,1300,Muneshwara Nagar,3,7000
13757,7831999,1205,Muneshwara Nagar,3,6499
13758,8874000,1305,Muneshwara Nagar,3,6800
13759,8492000,1205,Muneshwara Nagar,3,7047
13760,7767000,1195,Muneshwara Nagar,3,6499
13761,8435000,1205,Muneshwara Nagar,3,7000
13762,8365000,1195,Muneshwara Nagar,3,7000
13763,7831999,1205,Muneshwara Nagar,3,6499
13764,8435000,1205,Muneshwara Nagar,3,7000
13765,8365000,1195,Muneshwara Nagar,3,7000
13766,8874000,1305,Muneshwara Nagar,3,6800
13767,8365000,1195,Muneshwara Nagar,3,7000
13768,8492000,1205,Muneshwara Nagar,3,7047
13769,7767000,1195,Muneshwara Nagar,3,6499
13770,10400000,1100,Munirka,2,9454
13771,3600000,1050,Munirka,2,3428
13772,6500000,1150,Munirka,2,5652
13774,9000000,1250,Munirka,2,7200
13776,5350000,1150,Munirka,2,4652
13777,4500000,750,Munirka,2,6000
13778,4500000,750,Munirka,2,6000
13779,4500000,750,Munirka,2,6000
13780,4500000,750,Munirka,2,6000
13781,4500000,750,Munirka,2,6000
13782,2500000,750,Munirka,2,3333
13783,3200000,450,Munirka,1,7111
13785,3049000,1064,N S C Bose Road  Narendrapur,3,2865
13786,2576000,971,N S C Bose Road  Narendrapur,2,2652
13787,3040000,1120,N S C Bose Road  Narendrapur,3,2714
13788,5773000,1174,N S C Bose Road  Narendrapur,3,4917
13789,2633000,971,N S C Bose Road  Narendrapur,2,2711
13790,4518000,1064,N S C Bose Road  Narendrapur,3,4246
13791,5764000,1110,N S C Bose Road  Narendrapur,3,5192
13792,9600000,1700,Nacharam,3,5647
13793,9600000,1700,Nacharam,3,5647
13794,3500000,1000,Nacharam,2,3500
13795,5000000,1450,Nacharam,3,3448
13796,4800000,1250,Nacharam,3,3840
13797,4800000,1250,Nacharam,3,3840
13798,5600000,1160,Nacharam,2,4827
13799,5700000,1400,Nacharam,3,4071
13801,5700000,1100,Nacharam,2,5181
13802,5500000,1050,Nacharam,2,5238
13803,3500000,1050,Nacharam,1,3333
13804,3800000,1260,Nacharam,1,3015
13805,4000000,950,Nacharam,1,4210
13806,6200000,1000,Nacharam,1,6200
13807,11000000,1460,Nacharam,2,7534
13808,5200000,884,Nagarbhavi,2,5882
13809,5200000,884,Nagarbhavi,2,5882
13810,4910000,884,Nagarbhavi,2,5554
13811,4910000,884,Nagarbhavi,2,5554
13813,4700000,1005,Nagarbhavi,2,4676
13816,6568000,1288,Nagarbhavi,2,5099
13820,6000000,1116,Nagarbhavi,2,5376
13821,5400000,1005,Nagarbhavi,2,5373
13822,5300000,903,Nagarbhavi,2,5869
13824,6400000,605,Nagarbhavi,1,10578
13826,9300000,1150,Nagarbhavi,3,8086
13829,17100000,1584,Nagarbhavi,3,10795
13830,17500000,1288,Nagarbhavi,2,13586
13831,17100000,1521,Nagarbhavi,3,11242
13832,11500000,1422,Nagarbhavi,3,8087
13834,3700000,1000,Nagole,2,3700
13835,5500000,1650,Nagole,3,3333
13836,5500000,1650,Nagole,3,3333
13837,6000000,1600,Nagole,3,3750
13838,4500000,1350,Nagole,3,3333
13839,5000000,1150,Nagole,2,4347
13840,5647000,1255,Nagole,2,4499
13841,2200000,500,Naigaon East,1,4400
13842,2300000,500,Naigaon East,1,4600
13843,2400000,510,Naigaon East,1,4705
13844,6500000,565,Naigaon East,1,11504
13845,2400000,540,Naigaon East,1,4444
13846,2350000,565,Naigaon East,1,4159
13847,4300000,540,Naigaon East,1,7962
13848,3200000,750,Naigaon East,1,4266
13849,2300000,585,Naigaon East,1,3931
13850,2300000,500,Naigaon East,1,4600
13851,3250000,500,Naigaon East,1,6500
13852,2500000,585,Naigaon East,1,4273
13853,2450000,453,Naigaon East,1,5408
13854,3000000,500,Naigaon East,1,6000
13855,4500000,605,Naigaon East,1,7438
13857,2750000,510,Naigaon East,1,5392
13858,2650000,590,Naigaon East,1,4491
13859,2700000,560,Naigaon East,1,4821
13860,2200000,600,Naigaon East,1,3666
13861,3800000,500,Naigaon East,1,7600
13862,4400000,925,Naigaon East,1,4756
13863,2500000,610,Naigaon East,1,4098
13864,2000000,560,Naigaon East,1,3571
13865,3200000,615,Naigaon East,1,5203
13866,10900000,615,Naigaon East,1,17723
13868,2300000,1252,Naigaon East,1,1837
13869,2300000,510,Naigaon East,1,4509
13872,3100000,500,Naigaon East,1,6200
13873,3977000,540,Naigaon East,1,7364
13874,4390000,600,Naigaon East,1,7316
13875,2600000,500,Naigaon East,1,5200
13876,10500000,500,Naigaon East,1,21000
13877,6300000,585,Naigaon East,1,10769
13878,3300000,600,Naigaon East,1,5500
13879,3500000,585,Naigaon East,1,5982
13880,3400000,585,Naigaon East,1,5811
13881,2600000,585,Naigaon East,1,4444
13882,2500000,500,Naigaon East,1,5000
13883,2500000,500,Naigaon East,1,5000
13884,3500000,500,Naigaon East,1,7000
13885,3900000,585,Naigaon East,1,6666
13886,12800000,750,Naigaon East,1,17066
13887,8000000,540,Naigaon East,1,14814
13888,10000000,400,Naigaon East,1,25000
13889,14500000,530,Naigaon East,1,27358
13890,3965000,750,Naktala,2,5286
13891,4000000,1580,Naktala,3,2531
13892,4000000,1600,Naktala,3,2500
13893,11399999,800,Naktala,2,14249
13894,6099000,1250,Naktala,3,4879
13895,2100000,1270,Naktala,3,1653
13896,5027000,1270,Naktala,3,3958
13897,5640000,1550,Naktala,3,3638
13898,2633000,1270,Naktala,3,2073
13899,2315000,1270,Naktala,3,1822
13900,9968000,851,Naktala,2,11713
13901,2580000,605,Nala Sopara,1,4264
13903,2451000,570,Nala Sopara,1,4300
13904,6000000,709,Nala Sopara,2,8462
13905,4100000,534,Nala Sopara,1,7677
13907,3700000,730,Nala Sopara,1,5068
13908,2600000,590,Nala Sopara,1,4406
13909,2600000,686,Nala Sopara,1,3790
13910,2650000,600,Nala Sopara,1,4416
13911,5000000,570,Nala Sopara,1,8771
13912,6500000,620,Nala Sopara,1,10483
13913,3300000,665,Nala Sopara,1,4962
13914,4000000,665,Nala Sopara,1,6015
13915,2400000,585,Nala Sopara,1,4102
13916,9000000,585,Nala Sopara,1,15384
13917,8100000,585,Nala Sopara,1,13846
13918,2300000,590,Nala Sopara,1,3898
13919,2300000,550,Nala Sopara,1,4181
13920,9500000,550,Nala Sopara,1,17272
13921,4140000,525,Nala Sopara,1,7885
13922,9199000,590,Nala Sopara,1,15591
13923,2300000,590,Nala Sopara,1,3898
13924,2600000,578,Nala Sopara,1,4498
13925,2250000,600,Nala Sopara,1,3750
13926,2600000,485,Nala Sopara,1,5360
13927,4200000,590,Nala Sopara,1,7118
13929,2950000,415,Nala Sopara,1,7108
13930,3400000,605,Nala Sopara,1,5619
13931,3200000,610,Nala Sopara,1,5245
13932,2600000,610,Nala Sopara,1,4262
13933,2700000,590,Nala Sopara,1,4576
13934,2700000,590,Nala Sopara,1,4576
13935,2700000,595,Nala Sopara,1,4537
13936,2700000,610,Nala Sopara,1,4426
13937,5300000,585,Nala Sopara,1,9059
13938,2650000,860,Nala Sopara,1,3081
13939,2900000,585,Nala Sopara,1,4957
13940,2485000,590,Nala Sopara,1,4211
13941,2850000,585,Nala Sopara,1,4871
13942,3000000,585,Nala Sopara,1,5128
13945,4000000,635,Nala Sopara,1,6299
13946,3900000,675,Nala Sopara,1,5777
13950,2900000,680,Nala Sopara,1,4264
13951,5000000,580,Nala Sopara,1,8620
13953,3600000,650,Nala Sopara,1,5538
13954,2900000,615,Nala Sopara,1,4715
13955,3700000,620,Nala Sopara,1,5967
13956,3200000,710,Nala Sopara,1,4507
13957,4150000,655,Nala Sopara,1,6335
13958,6500000,750,Nala Sopara,1,8666
13962,4750000,580,Nala Sopara,1,8189
13965,4900000,680,Nala Sopara,1,7205
13970,4000000,635,Nala Sopara,1,6299
13971,3100000,675,Nala Sopara,1,4592
13972,10000000,640,Nala Sopara,1,15625
13973,2799000,580,Nala Sopara,1,4825
13974,2650000,570,Nala Sopara,1,4649
13975,2800000,590,Nala Sopara,1,4745
13976,2350000,580,Nala Sopara,1,4051
13977,3400000,550,Nala Sopara,1,6181
13978,2100000,985,Nala Sopara,1,2131
13980,2500000,575,Nala Sopara,1,4347
13981,2500000,560,Nala Sopara,1,4464
13982,2300000,560,Nala Sopara,1,4107
13983,2500000,590,Nala Sopara,1,4237
13984,2550000,620,Nala Sopara,1,4112
13985,2800000,590,Nala Sopara,1,4745
13986,3800000,610,Nala Sopara,1,6229
13987,2600000,900,Nala Sopara,1,2888
13988,2900000,580,Nala Sopara,1,5000
13989,2400000,590,Nala Sopara,1,4067
13990,2650000,450,Nala Sopara,1,5888
13991,3900000,630,Nala Sopara,1,6190
13992,2781000,560,Nala Sopara,1,4966
13994,2400000,585,Nala Sopara,1,4102
13995,2950000,535,Nala Sopara,1,5514
13996,2350000,580,Nala Sopara,1,4051
13997,3800000,590,Nala Sopara,1,6440
13999,2550000,610,Nala Sopara,1,4180
14000,5097000,560,Nala Sopara,1,9101
14001,2600000,620,Nala Sopara,1,4193
14002,3900000,580,Nala Sopara,1,6724
14003,6100000,450,Nala Sopara,1,13555
14004,2350000,590,Nala Sopara,1,3983
14005,11500000,560,Nala Sopara,1,20535
14006,11000000,900,Nala Sopara,2,12222
14007,17600000,975,Nala Sopara,2,18051
14008,11000000,1000,Nala Sopara,2,11000
14009,3125000,585,Nala Sopara,1,5341
14010,3151000,585,Nala Sopara,1,5386
14012,3250000,585,Nala Sopara,1,5555
14013,4000000,620,Nala Sopara,1,6451
14014,6000000,620,Nala Sopara,1,9677
14015,6000000,545,Nala Sopara,1,11009
14016,3300000,605,Nala Sopara,1,5454
14017,6500000,730,Nala Sopara,1,8904
14018,3300000,600,Nala Sopara,1,5500
14020,20000000,1300,Nala Sopara,2,15384
14021,13200000,600,Nala Sopara,1,22000
14022,9300000,620,Nala Sopara,1,15000
14023,16800000,620,Nala Sopara,1,27096
14024,8500000,575,Nala Sopara,1,14782
14025,2350000,620,Nala Sopara,1,3790
14026,2400000,580,Nala Sopara,1,4137
14027,2400000,580,Nala Sopara,1,4137
14028,2265000,585,Nala Sopara,1,3871
14029,2925000,580,Nala Sopara,1,5043
14030,2400000,485,Nala Sopara,1,4948
14031,2500000,594,Nala Sopara,1,4208
14032,2445000,760,Nala Sopara,1,3217
14033,2150000,550,Nala Sopara,1,3909
14034,2700000,585,Nala Sopara,1,4615
14035,2450000,580,Nala Sopara,1,4224
14036,2800000,560,Nala Sopara,1,5000
14037,2450000,572,Nala Sopara,1,4283
14038,2450000,620,Nala Sopara,1,3951
14039,2000000,560,Nala Sopara,1,3571
14040,2100000,545,Nala Sopara,1,3853
14041,2515000,545,Nala Sopara,1,4614
14042,2330000,560,Nala Sopara,1,4160
14043,2250000,580,Nala Sopara,1,3879
14044,2350000,545,Nala Sopara,1,4311
14045,2600000,585,Nala Sopara,1,4444
14047,2288000,590,Nala Sopara,1,3877
14048,2350000,590,Nala Sopara,1,3983
14049,2345000,594,Nala Sopara,1,3947
14050,2300000,580,Nala Sopara,1,3965
14051,2500000,585,Nala Sopara,1,4273
14052,2500000,525,Nala Sopara,1,4761
14053,2300000,525,Nala Sopara,1,4380
14054,2400000,585,Nala Sopara,1,4102
14055,2750000,550,Nala Sopara,1,5000
14056,2300000,595,Nala Sopara,1,3865
14057,2400000,594,Nala Sopara,1,4040
14058,2750000,585,Nala Sopara,1,4700
14059,2500000,580,Nala Sopara,1,4310
14060,2150000,585,Nala Sopara,1,3675
14061,2900000,585,Nala Sopara,1,4957
14062,2255000,580,Nala Sopara,1,3887
14063,2400000,585,Nala Sopara,1,4102
14064,2600000,525,Nala Sopara,1,4952
14065,2320000,595,Nala Sopara,1,3899
14066,2400000,590,Nala Sopara,1,4067
14067,2650000,585,Nala Sopara,1,4529
14068,2700000,590,Nala Sopara,1,4576
14069,2500000,570,Nala Sopara,1,4385
14070,2150000,535,Nala Sopara,1,4018
14071,2700000,445,Nala Sopara,1,6067
14072,2400000,550,Nala Sopara,1,4363
14073,2150000,630,Nala Sopara,1,3412
14074,2300000,580,Nala Sopara,1,3965
14075,2600000,580,Nala Sopara,1,4482
14076,2500000,560,Nala Sopara,1,4464
14077,2300000,580,Nala Sopara,1,3965
14078,2600000,555,Nala Sopara,1,4684
14079,2400000,620,Nala Sopara,1,3870
14080,2400000,585,Nala Sopara,1,4102
14081,2330000,545,Nala Sopara,1,4275
14082,2550000,560,Nala Sopara,1,4553
14083,2500000,620,Nala Sopara,1,4032
14084,2265000,580,Nala Sopara,1,3905
14085,2400000,580,Nala Sopara,1,4137
14086,2925000,585,Nala Sopara,1,5000
14087,2200000,594,Nala Sopara,1,3703
14088,2445000,760,Nala Sopara,1,3217
14089,2150000,575,Nala Sopara,1,3739
14090,2156000,580,Nala Sopara,1,3717
14091,2450000,550,Nala Sopara,1,4454
14092,2700000,585,Nala Sopara,1,4615
14093,2565000,585,Nala Sopara,1,4384
14094,2500000,525,Nala Sopara,1,4761
14095,2450000,580,Nala Sopara,1,4224
14096,2800000,560,Nala Sopara,1,5000
14097,2600000,572,Nala Sopara,1,4545
14098,2400000,620,Nala Sopara,1,3870
14099,2305000,555,Nala Sopara,1,4153
14100,2450000,560,Nala Sopara,1,4375
14101,13000000,545,Nala Sopara,1,23853
14102,13000000,594,Nala Sopara,1,21885
14103,14500000,545,Nala Sopara,1,26605
14104,4299000,575,Nala Sopara,1,7476
14105,7200000,525,Nala Sopara,1,13714
14106,13899999,590,Nala Sopara,1,23559
14107,8900000,582,Nala Sopara,1,15292
14108,2200000,620,Nala Sopara,1,3548
14109,14600000,585,Nala Sopara,1,24957
14110,8500000,550,Nala Sopara,1,15454
14113,12100000,700,Nalasopara East,1,17285
14114,11000000,700,Nalasopara East,1,15714
14115,5500000,525,Nalasopara East,1,10476
14116,8500000,525,Nalasopara East,1,16190
14119,5250000,660,Nalasopara East,1,7954
14120,39500000,670,Nalasopara East,1,58955
14121,30400000,670,Nalasopara East,1,45373
14122,58500000,1050,Nalasopara East,2,55714
14124,7400000,365,Nalasopara East,1,20273
14125,3000000,545,Nalasopara West,1,5504
14126,3110000,620,Nalasopara West,1,5016
14127,2300000,600,Nalasopara West,1,3833
14128,2200000,580,Nalasopara West,1,3793
14129,2500000,500,Nalasopara West,1,5000
14130,2400000,560,Nalasopara West,1,4285
14131,2450000,560,Nalasopara West,1,4375
14132,2565000,590,Nalasopara West,1,4347
14133,2600000,525,Nalasopara West,1,4952
14134,2600000,585,Nalasopara West,1,4444
14135,2310000,590,Nalasopara West,1,3915
14136,2700000,585,Nalasopara West,1,4615
14137,2400000,580,Nalasopara West,1,4137
14138,4099000,615,Nalasopara West,1,6665
14139,2200000,590,Nalasopara West,1,3728
14140,2400000,520,Nalasopara West,1,4615
14142,2250000,500,Nalasopara West,1,4500
14143,2250000,630,Nalasopara West,1,3571
14144,2500000,525,Nalasopara West,1,4761
14145,2440000,500,Nalasopara West,1,4880
14146,2300000,355,Nalasopara West,1,6478
14147,2400000,620,Nalasopara West,1,3870
14148,2150000,580,Nalasopara West,1,3706
14149,2450000,590,Nalasopara West,1,4152
14150,2515000,585,Nalasopara West,1,4299
14151,4500000,955,Nallagandla Gachibowli,2,4712
14152,7000000,1210,Nallagandla Gachibowli,2,5785
14153,6676000,1260,Nallagandla Gachibowli,2,5298
14156,7243000,1260,Nallagandla Gachibowli,2,5748
14157,11000000,1695,Nallagandla Gachibowli,3,6489
14158,10600000,1860,Nallagandla Gachibowli,3,5698
14159,6323000,1265,Nallagandla Gachibowli,2,4998
14160,6348000,1270,Nallagandla Gachibowli,2,4998
14161,7553000,1511,Nallagandla Gachibowli,2,4998
14164,7272000,1265,Nallagandla Gachibowli,2,5748
14165,7301000,1270,Nallagandla Gachibowli,2,5748
14166,8686000,1511,Nallagandla Gachibowli,2,5748
14167,7301000,1270,Nallagandla Gachibowli,3,5748
14168,9571000,1665,Nallagandla Gachibowli,3,5748
14169,12000000,1860,Nallagandla Gachibowli,3,6451
14170,8811000,1511,Nallagandla Gachibowli,2,5831
14171,7438000,1270,Nallagandla Gachibowli,2,5856
14172,9855000,1665,Nallagandla Gachibowli,3,5918
14173,7536000,1265,Nallagandla Gachibowli,2,5957
14176,10100000,1742,Nallagandla Gachibowli,3,5797
14177,11900000,2010,Nallagandla Gachibowli,3,5920
14178,5300000,845,Nallakunta,2,6272
14179,4500000,1000,Nallakunta,2,4500
14180,3800000,900,Nallakunta,2,4222
14181,7750000,1250,Nallakunta,3,6200
14182,6250000,1550,Nallakunta,3,4032
14183,16000000,2005,Nanakramguda,3,7980
14184,10500000,1495,Nanakramguda,3,7023
14185,12900000,1840,Nanakramguda,3,7010
14186,9877000,1245,Nanakramguda,2,7933
14187,13000000,1600,Nanakramguda,3,8125
14188,18800000,2270,Nanakramguda,3,8281
14189,16800000,2460,Nanakramguda,3,6829
14190,8500000,1260,Nanakramguda,2,6746
14191,20000000,2405,Nanakramguda,3,8316
14192,14400000,2060,Nanakramguda,3,6990
14193,14400000,2060,Nanakramguda,3,6990
14194,15500000,2220,Nanakramguda,3,6981
14195,22000000,3230,Nanakramguda,3,6811
14196,6102000,1130,Nanakramguda,2,5400
14198,7533000,1395,Nanakramguda,2,5400
14199,6884999,1275,Nanakramguda,2,5399
14202,14500000,1730,Nanakramguda,3,8381
14205,7500000,960,Nanakramguda,2,7812
14208,15000000,2220,Nanakramguda,3,6756
14209,22700000,3258,Nanakramguda,4,6967
14210,15000000,2220,Nanakramguda,3,6756
14211,15000000,2230,Nanakramguda,3,6726
14212,14000000,1860,Nanakramguda,3,7526
14214,15000000,2220,Nanakramguda,3,6756
14216,18000000,2270,Nanakramguda,3,7929
14217,12000000,1600,Nanakramguda,3,7500
14218,17300000,2460,Nanakramguda,3,7032
14219,19600000,2220,Nanakramguda,3,8828
14221,3072000,768,Nanmangalam,2,4000
14222,4100000,954,Nanmangalam,2,4297
14223,3032000,722,Nanmangalam,2,4199
14224,5870000,1223,Nanmangalam,3,4799
14225,5140000,1071,Nanmangalam,3,4799
14226,4784000,955,Nanmangalam,2,5009
14227,4520000,900,Nanmangalam,2,5022
14228,4084000,851,Nanmangalam,2,4799
14229,2273000,530,Nanmangalam,1,4288
14230,3160000,660,Nanmangalam,1,4787
14231,4840000,1008,Nanmangalam,2,4801
14232,4140000,900,Nanmangalam,2,4600
14233,3300000,805,Nanmangalam,2,4099
14234,6230000,1198,Nanmangalam,3,5200
14235,3247000,772,Nanmangalam,2,4205
14236,3300000,805,Nanmangalam,2,4099
14237,6230000,1198,Nanmangalam,3,5200
14238,4270000,930,Nanmangalam,2,4591
14239,2960000,619,Nanmangalam,1,4781
14240,5000000,1117,Nanmangalam,2,4476
14241,5145000,989,Nanmangalam,2,5202
14242,4862000,935,Nanmangalam,2,5200
14243,3993000,768,Nanmangalam,2,5199
14244,4581000,881,Nanmangalam,2,5199
14245,4500000,867,Nanmangalam,2,5190
14246,5798000,1115,Nanmangalam,3,5200
14247,6224000,1197,Nanmangalam,3,5199
14248,4893000,941,Nanmangalam,2,5199
14249,5392000,1037,Nanmangalam,2,5199
14250,3300000,805,Nanmangalam,2,4099
14251,6230000,1198,Nanmangalam,3,5200
14252,4840000,1008,Nanmangalam,2,4801
14253,4140000,900,Nanmangalam,2,4600
14254,4270000,930,Nanmangalam,2,4591
14255,3100000,760,Nanmangalam,2,4078
14256,3645000,810,Nanmangalam,2,4500
14257,3386999,752,Nanmangalam,2,4503
14258,3192000,760,Nanmangalam,2,4200
14259,3547000,730,Nanmangalam,2,4858
14260,3578000,852,Nanmangalam,2,4199
14261,3667000,815,Nanmangalam,2,4499
14262,3645000,810,Nanmangalam,2,4500
14263,5760000,1200,Nanmangalam,3,4800
14264,3681000,767,Nanmangalam,2,4799
14265,3681000,767,Nanmangalam,2,4799
14266,4006000,954,Nanmangalam,2,4199
14267,4416000,920,Nanmangalam,2,4800
14268,3811000,794,Nanmangalam,2,4799
14269,3381000,805,Nanmangalam,2,4200
14270,3797999,787,Nanmangalam,2,4825
14271,3572999,794,Nanmangalam,2,4499
14272,6176000,1123,Nanmangalam,3,5499
14273,4265000,853,Nanmangalam,2,5000
14274,3451000,767,Nanmangalam,2,4499
14275,4603000,959,Nanmangalam,2,4799
14276,4440000,925,Nanmangalam,2,4800
14277,4569000,952,Nanmangalam,2,4799
14278,4176000,870,Nanmangalam,2,4800
14279,4207000,935,Nanmangalam,2,4499
14280,4304000,916,Nanmangalam,2,4698
14281,3427000,672,Nanmangalam,2,5099
14282,4289000,841,Nanmangalam,2,5099
14283,5054000,919,Nanmangalam,2,5499
14284,3495000,737,Nanmangalam,2,4742
14285,4144000,797,Nanmangalam,2,5199
14286,4144000,797,Nanmangalam,2,5199
14287,3834000,852,Nanmangalam,2,4500
14288,4296000,895,Nanmangalam,2,4800
14289,4416000,920,Nanmangalam,2,4800
14290,3744000,832,Nanmangalam,2,4500
14291,3924000,872,Nanmangalam,2,4500
14292,3429999,713,Nanmangalam,2,4810
14293,3943000,744,Nanmangalam,2,5299
14294,4391000,915,Nanmangalam,2,4798
14295,4391000,915,Nanmangalam,2,4798
14296,3027000,672,Nanmangalam,2,4504
14297,3494000,832,Nanmangalam,2,4199
14298,4108000,856,Nanmangalam,2,4799
14299,3936999,875,Nanmangalam,2,4499
14300,5649000,1177,Nanmangalam,3,4799
14301,4088000,870,Nanmangalam,2,4698
14302,3653000,811,Nanmangalam,2,4504
14303,3784000,742,Nanmangalam,2,5099
14304,3381000,805,Nanmangalam,2,4200
14305,3072000,768,Nanmangalam,2,4000
14306,3032000,722,Nanmangalam,2,4199
14307,3464000,745,Nanmangalam,2,4649
14308,3429999,713,Nanmangalam,2,4810
14309,3390999,617,Nanmangalam,2,5495
14310,3360000,700,Nanmangalam,2,4800
14311,4125000,809,Nanmangalam,2,5098
14312,3420000,760,Nanmangalam,2,4500
14313,2763000,658,Nanmangalam,1,4199
14314,5366000,1118,Nanmangalam,3,4799
14315,5615000,1146,Nanmangalam,3,4899
14316,3681000,767,Nanmangalam,2,4799
14317,3479999,725,Nanmangalam,2,4799
14318,3381000,805,Nanmangalam,2,4200
14319,4338000,964,Nanmangalam,2,4500
14321,3882000,809,Nanmangalam,2,4798
14322,4372000,921,Nanmangalam,2,4747
14323,4747000,1032,Nanmangalam,2,4599
14324,3148000,787,Nanmangalam,2,4000
14325,3789000,869,Nanmangalam,2,4360
14326,4248000,984,Nanmangalam,2,4317
14327,4040999,817,Nanmangalam,2,4946
14328,4040999,898,Nanmangalam,2,4499
14329,4694000,898,Nanmangalam,2,5227
14330,4344000,978,Nanmangalam,2,4441
14331,4344000,905,Nanmangalam,2,4800
14332,4536000,905,Nanmangalam,2,5012
14333,4536000,945,Nanmangalam,2,4800
14334,3321000,945,Nanmangalam,2,3514
14335,3474000,738,Nanmangalam,2,4707
14336,3321000,772,Nanmangalam,2,4301
14337,3461000,738,Nanmangalam,2,4689
14338,3782000,822,Nanmangalam,2,4600
14339,4314000,788,Nanmangalam,2,5474
14340,3653000,1065,Nanmangalam,2,3430
14341,5270000,776,Nanmangalam,2,6791
14342,8900000,1098,Nanmangalam,3,8105
14343,4238000,760,Nanmangalam,2,5576
14344,3709000,831,Nanmangalam,2,4463
14345,3721000,772,Nanmangalam,2,4819
14346,3761999,768,Nanmangalam,2,4898
14347,5366000,836,Nanmangalam,2,6418
14349,3436999,881,Nanmangalam,2,3901
14353,3636999,985,Nanmangalam,2,3692
14354,3313000,923,Nanmangalam,2,3589
14355,2352000,866,Nanmangalam,2,2715
14356,6139000,789,Nanmangalam,2,7780
14357,4432000,1032,Nanmangalam,2,4294
14358,4704000,1032,Nanmangalam,2,4558
14359,3270000,911,Nanmangalam,2,3589
14360,8303000,992,Nanmangalam,2,8369
14363,2960000,990,Narayanaghatta,2,2989
14364,3363000,1125,Narayanaghatta,2,2989
14365,3946000,900,Narayanaghatta,2,4384
14367,3677000,1180,Narayanaghatta,2,3116
14369,3886999,1035,Narayanaghatta,2,3755
14372,3217000,1080,Narayanaghatta,2,2978
14373,3271000,1080,Narayanaghatta,2,3028
14374,2852000,1109,Narayanaghatta,2,2571
14375,3206000,967,Narayanaghatta,2,3315
14376,3009000,1087,Narayanaghatta,2,2768
14377,2979000,1020,Narayanaghatta,2,2920
14378,3250000,1010,Narayanaghatta,2,3217
14379,13100000,1846,Narayanapura on Hennur Main Road,3,7096
14380,13100000,1846,Narayanapura on Hennur Main Road,3,7096
14381,13000000,1630,Narayanapura on Hennur Main Road,3,7975
14382,10200000,1232,Narayanapura on Hennur Main Road,2,8279
14383,26000000,3300,Narayanapura on Hennur Main Road,4,7878
14384,10500000,1500,Narayanapura on Hennur Main Road,3,7000
14389,11500000,1682,Narayanapura on Hennur Main Road,3,6837
14390,9200000,1232,Narayanapura on Hennur Main Road,2,7467
14391,11000000,1482,Narayanapura on Hennur Main Road,3,7422
14392,11399999,1650,Narayanapura on Hennur Main Road,3,6909
14393,9800000,1490,Narayanapura on Hennur Main Road,3,6577
14394,8100000,1240,Narayanapura on Hennur Main Road,2,6532
14395,10000000,1482,Narayanapura on Hennur Main Road,3,6747
14396,8250000,1232,Narayanapura on Hennur Main Road,2,6696
14397,10000000,1482,Narayanapura on Hennur Main Road,3,6747
14398,11600000,1691,Narayanapura on Hennur Main Road,3,6859
